ID,Poem Title,latitude,longitude,period,Dynasty of Poem,Keywords of Poem,author,region
107445,中秋对月用昌黎赠张功曹韵呈同官,,,宋辽金西夏元,南宋,蜀道,王十朋,
1249893,夔州到任谢表,,,宋辽金西夏元,南宋,蜀道,王十朋,
1250036,答周运使,,,宋辽金西夏元,南宋,蜀道,王十朋,
1372922,与韩宏诏,31.44234,106.122822,宋辽金西夏元,南宋,蜀道,,
1250354,祭何提刑文,,,宋辽金西夏元,北宋,,王十朋,
1250387,谒杜工部祠文,,,明清时期,明,,王十朋,
1242189,贺许尚书帅蜀启,,,宋辽金西夏元,南宋,蜀道,程敦厚,
1242216,贺赵总领启,,,宋辽金西夏元,南宋,蜀道,程敦厚,
168258,东宫生日六首,,,宋辽金西夏元,南宋,蜀道,林光朝,
100833,句,,,宋辽金西夏元,南宋,蜀道,庞籍,
97991,句,,,宋辽金西夏元,南宋,蜀道,庞籍,
93783,句,,,宋辽金西夏元,南宋,蜀道,庞籍,
1249350,杜工部草堂记,,,宋辽金西夏元,南宋,蜀道,赵次公,
1252309,赐汪应辰辞免敷文阁直学士四川安抚制置使不允诏,,,宋辽金西夏元,宋,蜀道,洪适,
150428,冬夜闻雁有感,,,宋辽金西夏元,宋,蜀道,陆游,
1252552,沈介起复权兵部尚书湖北京西制置使制,,,宋辽金西夏元,南宋,蜀道,洪适,
1252601,虞允文父祺太子太师制,,,宋辽金西夏元,南宋,蜀道,洪适,
1252602,周时夔路运判制,,,宋辽金西夏元,南宋,蜀道,洪适,
1252622,祝闵利路运判徐人杰江西提举常平制,,,宋辽金西夏元,南宋,蜀道,洪适,
1252682,雄武军节度使利州路安抚使兼知兴元府除检校少保护国军节度使加食邑实封制,,,宋辽金西夏元,南宋,蜀道,洪适,
1252721,代魏吉州谢上表,,,宋辽金西夏元,南宋,蜀道,洪适,
1253084,贺王成都启,,,宋辽金西夏元,南宋,蜀道,洪适,
1253160,贺交代王少卿启,,,宋辽金西夏元,南宋,蜀道,洪适,
1253178,贺张殿院启,,,宋辽金西夏元,南宋,蜀道,洪适,
1253860,谢太上表,,,宋辽金西夏元,南宋,蜀道,汪应辰,
192177,张晋用晦自西和州来归,,,宋辽金西夏元,南宋,蜀道,项安世,
1253862,平江府谢到任表,,,宋辽金西夏元,南宋,蜀道,汪应辰,
1253885,乞蚤差兴元帅臣,,,宋辽金西夏元,南宋,蜀道,汪应辰,
1253956,与赵总领书,,,宋辽金西夏元,南宋,蜀道,汪应辰,
1254036,与运使察院启,,,宋辽金西夏元,南宋,蜀道,汪应辰,
1254073,答祝运使启,,,宋辽金西夏元,南宋,蜀道,汪应辰,
1254085,答马舍人启,,,宋辽金西夏元,南宋,蜀道,汪应辰,
1254100,答陈都大启,,,宋辽金西夏元,南宋,蜀道,汪应辰,
243277,故端明尚书汪公挽词二首,,,宋辽金西夏元,南宋,蜀道,韩元吉,
243361,致政许侍郎挽词二首,,,宋辽金西夏元,南宋,蜀道,韩元吉,
243566,水调歌头,,,宋辽金西夏元,南宋,蜀道,赵师侠,
1254407,上贺参政书,,,宋辽金西夏元,南宋,蜀道,韩元吉,
1254415,答史千书,,,宋辽金西夏元,南宋,蜀道,韩元吉,
1254633,太令人郭氏墓志铭,,,宋辽金西夏元,南宋,蜀道,韩元吉,
1254651,祭许侍郎文,,,宋辽金西夏元,南宋,蜀道,韩元吉,
191666,自武义入松阳道中三首,,,宋辽金西夏元,南宋,蜀道,项安世,
1254653,祭致政张参政文,,,宋辽金西夏元,南宋,蜀道,韩元吉,
1254755,姚仲除龙神卫四厢都指挥使御前诸军都统制知兴元府制,,,宋辽金西夏元,南宋,蜀道,周麟之,
1254853,赵沂除夔路运判制,,,宋辽金西夏元,南宋,蜀道,周麟之,
1254858,王扬英除成都府路运判制,,,宋辽金西夏元,南宋,蜀道,周麟之,
1317334,自序,,,宋辽金西夏元,南宋,蜀道,边实,
204257,送钤辖馆使王公,,,宋辽金西夏元,南宋,蜀道,高惟几,
161522,梁父吟,,,宋辽金西夏元,宋,蜀道,陈辅,
107402,题浯溪,,,宋辽金西夏元,宋,蜀道,黄社庵,
1255724,贺施参政启,,,宋辽金西夏元,宋,蜀道,任正一,
562581,送刘同年入蜀,,,宋辽金西夏元,宋,蜀道,章云心,
77693,和榴皮题壁韵,,,宋辽金西夏元,宋,蜀道,冯开元,
194507,昭烈帝,,,宋辽金西夏元,宋,蜀道,徐钧,
194362,韦皋,,,宋辽金西夏元,宋,蜀道,徐钧,
124313,两同心,,,宋辽金西夏元,宋,蜀道,杜安世,
52209,毛竹山,,,宋辽金西夏元,宋,蜀道,无名氏,
78249,凤栖梧/蝶恋花 题泥溪驿,,,宋辽金西夏元,宋,蜀道,卢氏,
1514890,忆玄宗过神仙驿,,,宋辽金西夏元,宋末元初,,阙名,
211125,别杨尊,,,宋辽金西夏元,宋,蜀道,章粲,
151885,酒熟醉中作短歌,,,宋辽金西夏元,宋,蜀道,陆游,
152478,愁坐忽思南郑小益之间二首,,,宋辽金西夏元,宋,蜀道,陆游,
1255647,进韩昭侯藏敝裤故事,,,宋辽金西夏元,宋,蜀道,洪遵,
118051,感兴,,,宋辽金西夏元,南宋,蜀道,李吕,
1241472,上宰相陈情启,,,宋辽金西夏元,南宋,蜀道,仲并,
1241883,代谢荐章启,,,宋辽金西夏元,南宋,蜀道,冯时行,
121106,送史唐英二首,,,宋辽金西夏元,南宋,蜀道,李流谦,
1256499,上新漕何舍人启,,,宋辽金西夏元,宋,蜀道,李流谦,
78648,挽李提刑久善,,,宋辽金西夏元,南宋,蜀道,史尧弼,
1255166,代朱绵州回苏邛州季文启,,,宋辽金西夏元,南宋,蜀道,史尧弼,
179663,送王舍人制置四川,,,宋辽金西夏元,南宋,蜀道,洪迈,
1256664,李师颜赠官制,,,宋辽金西夏元,宋,蜀道,洪迈,
1252098,送王子载序,,,宋辽金西夏元,宋,蜀道,晁公溯,
145840,书怀二首,,,宋辽金西夏元,南宋,蜀道,陆游,
148491,秋思三首,,,宋辽金西夏元,南宋,蜀道,陆游,
146233,出游,,,宋辽金西夏元,宋,蜀道,陆游,
151190,泊公安县,,,宋辽金西夏元,南宋,蜀道,陆游,
150556,记梦,,,宋辽金西夏元,南宋,蜀道,陆游,
146120,东村晚归,,,宋辽金西夏元,南宋,蜀道,陆游,
544367,送都大茶马入觐八绝句,,,宋辽金西夏元,南宋,蜀道,项安世,
1257075,与本路郡守启,,,宋辽金西夏元,南宋,蜀道,陆游,
172886,再用前韵,,,宋辽金西夏元,南宋,蜀道,范成大,
173671,清湘驿送祝贺州南归,,,宋辽金西夏元,北宋,,范成大,
172860,发荆州,,,宋辽金西夏元,南宋,蜀道,范成大,
172790,上清宫,,,宋辽金西夏元,南宋,蜀道,范成大,
173470,初发桂林有出岭之喜但病馀便觉登顿至灵川疲甚自叹羸躯乃无一可偶陆融州有使来书此寄之,,,宋辽金西夏元,南宋,蜀道,范成大,
173547,点心山,,,宋辽金西夏元,南宋,蜀道,范成大,
173257,瞿唐行,,,宋辽金西夏元,南宋,蜀道,范成大,
1258118,帅蜀谢表,,,宋辽金西夏元,南宋,蜀道,范成大,
1258166,答御赐奖谕疏,,,宋辽金西夏元,南宋,蜀道,范成大,
1258285,题佛日净慧寺东坡题名,,,宋辽金西夏元,南宋,蜀道,范成大,
165040,李仁甫赋诗送其子塾下第归次韵为赠,,,宋辽金西夏元,南宋,蜀道,周必大,
1258922,宗子不括补承信郎制,,,宋辽金西夏元,南宋,蜀道,周必大,
1259254,曾觌加封制,,,宋辽金西夏元,南宋,蜀道,周必大,
1259416,武康军节度使捧日天府四厢都指挥使右金吾卫上将军吴拱辞免侍卫马军都指挥使不允诏,,,宋辽金西夏元,南宋,蜀道,周必大,
1259426,大中大夫提举临安府洞霄宫王炎再辞免复资政殿大学士不允诏,,,宋辽金西夏元,南宋,蜀道,周必大,
544421,过彭泽县,,,宋辽金西夏元,南宋,蜀道,项安世,
192725,送妻兄任以道赴房州竹山尉四首,,,宋辽金西夏元,南宋,蜀道,项安世,
1260988,汉河西大将军谕隗嚣檄,,,宋辽金西夏元,南宋,蜀道,周必大,
1261156,回第三人李状元寅仲启,,,宋辽金西夏元,南宋,蜀道,周必大,
1261485,谢执政启,,,宋辽金西夏元,南宋,蜀道,周必大,
1261496,贺兵部汤侍郎允恭改除户部启,,,宋辽金西夏元,南宋,蜀道,周必大,
1261522,上汤相求岳祠启,,,宋辽金西夏元,南宋,蜀道,周必大,
1261523,得岳祠谢宰相启,,,宋辽金西夏元,南宋,蜀道,周必大,
1261530,贺池州周侍郎执羔启,,,宋辽金西夏元,南宋,蜀道,周必大,
1261531,贺池州周侍郎执羔启,,,宋辽金西夏元,南宋,蜀道,周必大,
1345682,正议,33.027948,107.006472,宋辽金西夏元,南宋,蜀道,诸葛亮,陕西
1261568,与恩平郡王启,,,宋辽金西夏元,南宋,蜀道,周必大,
1261934,与赵温叔丞相劄子,,,宋辽金西夏元,南宋,蜀道,周必大,
1262774,胡晋臣召试馆职策题,,,宋辽金西夏元,南宋,蜀道,周必大,
1263028,靖州太守吴君顺之墓志铭,,,隋唐五代十国,唐,,周必大,
1263059,龙图阁学士左通奉大夫致仕赠少师谥忠简张公阐神道碑,,,宋辽金西夏元,南宋,蜀道,周必大,
1263162,祭赵温叔雄舍人母杨令人文,,,宋辽金西夏元,南宋,蜀道,周必大,
1263699,赐陈康伯御札,,,宋辽金西夏元,南宋,蜀道,宋孝宗,
245966,送王仲矜倅兴元,,,宋辽金西夏元,南宋,蜀道,楼钥,
1265559,赵雄罢右丞相除四川安抚使制,,,宋辽金西夏元,南宋,蜀道,宋孝宗,
1258683,送符制置被召序,,,宋辽金西夏元,南宋,蜀道,何耕,
120715,和柯山先生读中兴碑,,,宋辽金西夏元,南宋,蜀道,李洪,
1271136,跋十七帖,,,宋辽金西夏元,南宋,蜀道,朱熹,
1214034,涪州被召辞免第十八状,30.071656,107.196919,隋唐五代十国,唐,,,
1255277,与孙侍郎启,,,隋唐五代十国,中唐,,员兴宗,
1255301,投王显谟启,,,明清时期,元末明初,,员兴宗,
1255459,为洞元通一大师宋清惠设酒供疏,,,宋辽金西夏元,南宋,蜀道,员兴宗,
1271789,贺太上皇帝逊位表,,,宋辽金西夏元,南宋,蜀道,张孝祥,
1271900,贺祝都运启,,,宋辽金西夏元,南宋,蜀道,张孝祥,
112931,次韵范至能峡中见寄,,,宋辽金西夏元,南宋,蜀道,张栻,
1275138,为汪尚书作知平江府谢表,,,秦汉时期,西汉末,,吕祖谦,
1272903,祭查少卿,,,宋辽金西夏元,南宋,蜀道,张栻,
159610,谢程帅袁制使,,,宋辽金西夏元,南宋,蜀道,陈造,
159495,送项平甫教授之成都,,,宋辽金西夏元,南宋,蜀道,陈造,
158115,复次韵四首,,,宋辽金西夏元,南宋,蜀道,陈造,
548893,挽虞丞相,,,宋辽金西夏元,南宋,蜀道,王质,
1274103,谢四川制干到任启,,,宋辽金西夏元,南宋,蜀道,王质,
77079,太常引 仲履席上戏作,,,宋辽金西夏元,南宋,蜀道,丘崇,
1274630,回潼川刘检法启,,,宋辽金西夏元,南宋,蜀道,罗愿,
210786,即事,,,宋辽金西夏元,南宋,蜀道,章甫,
1274976,通太守张伯垓启,,,宋辽金西夏元,南宋,蜀道,舒璘,
1279426,林霏赋,,,宋辽金西夏元,南宋,蜀道,王炎,
1275488,为汪尚书作知平江谢宰执启,,,宋辽金西夏元,南宋,蜀道,吕祖谦,
245246,丘文定公挽词,,,宋辽金西夏元,南宋,蜀道,楼钥,
1279475,谢除制帅表,,,宋辽金西夏元,南宋,蜀道,王炎,
1279602,贺荆南帅阎侍郎启,,,宋辽金西夏元,南宋,蜀道,王炎,
1278013,故太尉定江军节度使兴州驻劄御前诸军都统制兼知兴州致仕吴挺特赠少保制,,,宋辽金西夏元,宋,蜀道,陈傅良,
1278219,新除福建提刑卢彦德改江东提刑制,,,宋辽金西夏元,南宋,蜀道,陈傅良,
1278230,户部郎中王溉除直秘阁知平江府制,,,宋辽金西夏元,南宋,蜀道,陈傅良,
1278469,与福建陆提举启,,,宋辽金西夏元,南宋,蜀道,陈傅良,
1278497,与湖南范提刑仲艺启,,,宋辽金西夏元,南宋,蜀道,陈傅良,
247916,和汤无邪,,,宋辽金西夏元,北宋,,廖行之,
245431,杨待制挽词,,,宋辽金西夏元,南宋,蜀道,楼钥,
245988,送杨嗣勋校书守眉山,,,宋辽金西夏元,南宋,蜀道,楼钥,
245832,分韵送卢国华福建提刑得华字,,,宋辽金西夏元,南宋,蜀道,楼钥,
245999,送姜子谦丞于潜,,,宋辽金西夏元,南宋,蜀道,楼钥,
245957,赵资政招赏川海棠次袁和叔韵,,,宋辽金西夏元,南宋,蜀道,楼钥,
1275735,天下可传檄而定赋,,,宋辽金西夏元,南宋,蜀道,楼钥,
1275755,成都府路第二将高师颜制置使司奏举知黔州制,,,宋辽金西夏元,南宋,蜀道,楼钥,
1275769,郭棣知泸州制,,,宋辽金西夏元,南宋,蜀道,楼钥,
1275886,王蔺知江陵府制,,,宋辽金西夏元,南宋,蜀道,楼钥,
1275943,成都提刑杨王休本路运判知阆州续耆成都路提刑制,,,宋辽金西夏元,南宋,蜀道,楼钥,
1277873,育王作潼川水陆疏文 右语附,,,宋辽金西夏元,南宋,蜀道,楼钥,
1275946,章森依旧知兴元府制,,,宋辽金西夏元,南宋,蜀道,楼钥,
1276038,资政殿大学士通议大夫范成大转一官致仕制,,,宋辽金西夏元,南宋,蜀道,楼钥,
1276116,四川量试宗子伯扬时敏补承信郎制,,,宋辽金西夏元,南宋,蜀道,楼钥,
1276204,宝文阁学士通奉大夫知遂宁府宇文价,,,宋辽金西夏元,南宋,蜀道,楼钥,
1276214,在外大中大夫以上致仕官该覃恩转官制,,,宋辽金西夏元,南宋,蜀道,楼钥,
1276250,四川制置使丘崇焕章阁学士再任制,,,宋辽金西夏元,南宋,蜀道,楼钥,
1276276,戒饬四川将士诏,,,宋辽金西夏元,南宋,蜀道,楼钥,
1276286,新除四川安抚制置使赵彦逾辞免不允诏,,,宋辽金西夏元,南宋,蜀道,楼钥,
1276288,赵彦逾再辞免新除端明殿学士中大夫四川安抚制置使兼知成都府不允不得再有陈请诏,,,宋辽金西夏元,南宋,蜀道,楼钥,
1276449,赐银合夏药敕书,,,宋辽金西夏元,南宋,蜀道,楼钥,
1276959,代谢知温州启,,,宋辽金西夏元,南宋,蜀道,楼钥,
1277504,太府寺主簿周君墓志铭,,,宋辽金西夏元,南宋,蜀道,楼钥,
1277539,司法晁君墓志铭,,,宋辽金西夏元,南宋,蜀道,楼钥,
1277565,祭赵观文彦逾文,,,宋辽金西夏元,南宋,蜀道,楼钥,
1277598,祭王枢密刚中文,,,宋辽金西夏元,南宋,蜀道,楼钥,
1345697,因众瑞上言,33.027948,107.006472,宋辽金西夏元,南宋,蜀道,许靖,陕西
1344221,叙陈琳,33.027948,107.006472,宋辽金西夏元,南宋,蜀道,曹丕,陕西
1279201,贺京制置除刑部尚书兼陈情启,,,宋辽金西夏元,南宋,蜀道,舒邦佐,
1279257,贺沈惠州除广西宪启,,,宋辽金西夏元,南宋,蜀道,舒邦佐,
1279259,通京相启,,,宋辽金西夏元,南宋,蜀道,舒邦佐,
1279268,祭李都大文,,,宋辽金西夏元,南宋,蜀道,舒邦佐,
1282501,祭丁待制文,,,宋辽金西夏元,南宋,蜀道,蔡戡,
1344965,与庞惠恭书,33.027948,107.006472,宋辽金西夏元,南宋,蜀道,应璩,陕西
1279950,四路安抚到任谢表,,,隋唐五代十国,中唐,,京镗,
1282672,恭州到任谢表,,,隋唐五代十国,中唐,,谢深甫,
1280170,又同日至板桥攒殡祭文,,,宋辽金西夏元,南宋,蜀道,杨冠卿,
201022,寄中都故人,,,宋辽金西夏元,南宋,蜀道,袁说友,
200822,送吴子明知阆州,,,宋辽金西夏元,南宋,蜀道,袁说友,
200830,送惠补之昆仲秋试,,,宋辽金西夏元,南宋,蜀道,袁说友,
200784,季提刑自夔宪知常德府,,,宋辽金西夏元,南宋,蜀道,袁说友,
200451,舟行跨江之南北随流以行夜船多在淮西,,,隋唐五代十国,中唐,,袁说友,
200967,过新滩百里小驻峡州城,,,明清时期,明,,袁说友,
200966,过黄泥坂,,,宋辽金西夏元,宋,,袁说友,
1281822,谢除华文阁学士四川制置使表,,,宋辽金西夏元,南宋,蜀道,袁说友,
1281842,进御书墨本表,,,宋辽金西夏元,南宋,蜀道,袁说友,
1345746,承命上疏,33.027948,107.006472,宋辽金西夏元,南宋,蜀道,蒋琬,陕西
140555,满江红,,,宋辽金西夏元,南宋,蜀道,辛弃疾,
1281649,论宋汝为忠节凛著客死蜀道请与其子南强一蜀郡差使便其葬父奏,,,宋辽金西夏元,南宋,蜀道,赵汝愚,
248795,胡长文给事挽诗,,,宋辽金西夏元,南宋,蜀道,蔡戡,
1282347,乞以寿皇圣帝为法劄子,,,宋辽金西夏元,南宋,蜀道,蔡戡,
1282433,迎汪制置启,,,宋辽金西夏元,南宋,蜀道,蔡戡,
1282436,贺王参政启,,,宋辽金西夏元,南宋,蜀道,蔡戡,
1282438,贺虞枢使启,,,宋辽金西夏元,南宋,蜀道,蔡戡,
1345912,上疏请备蜀,33.027948,107.006472,宋辽金西夏元,南宋,蜀道,步骘,陕西
190502,寄诚斋先生,,,宋辽金西夏元,南宋,蜀道,赵蕃,
190687,古意二首,,,宋辽金西夏元,北宋,,赵蕃,
1258169,请剿文州夷疏,34.045335,104.392723,宋辽金西夏元,南宋,蜀道,范成大,甘肃
33860,夜发三泉即事,33.027948,107.006472,宋辽金西夏元,南宋,蜀道,苏颋,陕西
137983,和文与可洋州园亭三十咏,33.027948,107.006472,宋辽金西夏元,南宋,蜀道,苏辙,陕西
1279104,建康府溧阳县报恩寺度僧田记,,,宋辽金西夏元,南宋,蜀道,崔敦礼,
219512,别陆德隆黄叔万,,,宋辽金西夏元,南宋,蜀道,曾丰,
1164969,白石暹师塔铭,32.228821,107.445367,宋辽金西夏元,南宋,蜀道,,
1283963,贺王宣抚启,,,宋辽金西夏元,南宋,蜀道,李垕,
189414,过分水岭二首,,,宋辽金西夏元,南宋,蜀道,赵蕃,
189893,送赵成都五首,,,宋辽金西夏元,南宋,蜀道,赵蕃,
189764,雨入丈七坳,,,宋辽金西夏元,北宋,,赵蕃,
190122,寄陈择之,,,宋辽金西夏元,北宋,,赵蕃,
189873,送陈择之从留尚书辟便呈鄂州刘别驾,,,宋辽金西夏元,南宋,蜀道,赵蕃,
190621,从欧阳全真借观陈择之蜀中诗题其后,,,宋辽金西夏元,南宋,蜀道,赵蕃,
1285741,生日谢同官惠诗词启,,,宋辽金西夏元,宋,,李廷忠,
1164484,乞罢免陈执中疏,32.228821,107.445367,宋辽金西夏元,南宋,蜀道,,
190673,冬至后五夕频梦陈择之,,,宋辽金西夏元,南宋,蜀道,赵蕃,
201087,与韩抚干大伦八首,,,宋辽金西夏元,南宋,蜀道,袁燮,
1284547,赴召论言路不通奏,,,宋辽金西夏元,南宋,蜀道,倪思,
1258733,贺王户侍出使启,,,宋辽金西夏元,南宋,蜀道,熊克,
94226,瑞鹤仙,,,宋辽金西夏元,南宋,蜀道,吕胜己,
1251077,谢除提刑表,,,宋辽金西夏元,南宋,蜀道,周颉,
79860,对读文选杜诗成四绝句,,,宋辽金西夏元,宋,蜀道,叶适,
80156,送林退思四川分司茶马干官,,,宋辽金西夏元,南宋,蜀道,叶适,
1285821,上孝宗皇帝劄子,,,宋辽金西夏元,南宋,蜀道,叶适,
496984,自温将还衢郡题谢公楼,32.228821,107.445367,宋辽金西夏元,南宋,蜀道,,
194161,石门题壁,,,宋辽金西夏元,宋,蜀道,徐时,
216684,送侍御帅夔府,,,宋辽金西夏元,宋,蜀道,喻良能,
216561,次韵王待制刘侍郎倡和,,,宋辽金西夏元,宋,蜀道,喻良能,
1287172,平江府和静尹先生祠堂记,,,宋辽金西夏元,南宋,蜀道,黄干,
1296957,艮岳记,,,宋辽金西夏元,南宋,蜀道,宋徽宗,
439549,淇县道中雨泞,,,宋辽金西夏元,南宋,蜀道,陆深,
1372910,与高固诏,31.44234,106.122822,隋唐五代十国,中唐,,,
83891,寄清旷邓隐夫,30.071656,107.196919,宋辽金西夏元,南宋,蜀道,,
192759,寄题荆南王君行牧斋,,,宋辽金西夏元,宋,蜀道,项安世,
115823,送鹤还建康章德茂侍郎因成两诗,,,宋辽金西夏元,宋,蜀道,张镃,
1287458,范仲壬知夔州制,,,宋辽金西夏元,南宋,蜀道,蔡幼学,
1287658,李揆吏部郎中制,,,宋辽金西夏元,宋,蜀道,蔡幼学,
1287723,张孝仲军器监丞制,,,明清时期,明,蜀道,蔡幼学,
1287755,开禧转对奏状,,,隋唐五代十国,中唐,,蔡幼学,
85569,代吴守与赵侯为寿,,,宋辽金西夏元,南宋,蜀道,刘过,
94767,和吴斗南,,,宋辽金西夏元,南宋,蜀道,孙应时,
1164375,京兆求罢表,32.228821,107.445367,宋辽金西夏元,南宋,蜀道,,
1287848,答新成州宇文知郡子震状,,,宋辽金西夏元,南宋,蜀道,孙应时,
1287853,答单侍郎到状,,,宋辽金西夏元,南宋,蜀道,孙应时,
1287855,回东路王提刑先状,,,宋辽金西夏元,南宋,蜀道,孙应时,
1155601,宋故朝请大夫尚书工部郎中充天章阁待制上轻车都尉赐紫金鱼袋彭城刘府君墓志铭,,,宋辽金西夏元,南宋,蜀道,宋庠,
1287871,谢留丞相到任状,,,宋辽金西夏元,南宋,蜀道,孙应时,
